file,class,NprotM_x,BOvR_x,ATFD_x,ATLD_x,LAA_x,BUR_x,FDP_x,line_x,type_x,dit_x,fanin_x,fanout_x,lcc_x,lcom*_x,loc_x,noc_x,rfc_x,innerClassesQty_x,totalFieldsQty_x,totalMethodsQty_x,wmc_x,NprotM_y,BOvR_y,ATFD_y,ATLD_y,LAA_y,BUR_y,FDP_y,line_y,type_y,dit_y,fanin_y,fanout_y,lcc_y,lcom*_y,loc_y,noc_y,rfc_y,innerClassesQty_y,totalFieldsQty_y,totalMethodsQty_y,wmc_y
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\commands\AdvancedJedisCommands.java,redis.clients.jedis.commands.AdvancedJedisCommands,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,15,interface,1,1,10,0.0,0.0,50,0,0,0,0,48,48,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,12,interface,1,1,7,0.0,0.0,43,0,0,0,0,41,41
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\JedisPoolWithCompleteCredentialsTest.java,redis.clients.jedis.tests.JedisPoolWithCompleteCredentialsTest.312,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,312,anonymous,1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,312,anonymous,1,0,0,-1.0,0.0,2,0,0,0,0,0,0
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\SlowlogCommandsTest.java,redis.clients.jedis.tests.commands.SlowlogCommandsTest,3.0,0.4,42.0,13.0,0.23636363,0.0,7.0,17,class,2,0,13,1.0,0.33333334,72,0,39,0,3,5,15,3.0,0.4,42.0,13.0,0.23636363,0.0,7.0,17,class,2,0,13,1.0,0.33333334,71,0,37,0,3,5,15
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisPubSub.java,redis.clients.jedis.BinaryJedisPubSub,0.0,-1.0,23.0,12.0,0.34285715,-1.0,3.0,16,class,1,13,7,0.3508772,0.54999995,117,0,23,0,2,20,30,0.0,-1.0,23.0,12.0,0.34285715,-1.0,3.0,16,class,1,13,7,0.3508772,0.54999995,117,0,23,0,2,20,30
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.809,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,809,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,809,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\util\RedisInputStream.java,redis.clients.jedis.util.RedisInputStream,0.0,0.0,0.0,34.0,1.0,-1.0,0.0,24,class,3,5,3,0.53571427,0.4,139,0,11,0,2,10,35,0.0,0.0,0.0,34.0,1.0,-1.0,0.0,24,class,3,5,3,0.53571427,0.4,139,0,11,0,2,10,35
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.1135,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1135,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1135,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.789,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,789,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,789,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\SSLJedisClusterTest.java,redis.clients.jedis.tests.SSLJedisClusterTest.31,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,31,anonymous,1,0,1,,0.0,6,0,1,0,0,1,2,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,31,anonymous,1,0,1,,0.0,6,0,1,0,0,1,2
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.290,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,290,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,290,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\DebugParams.java,redis.clients.jedis.DebugParams,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,3,class,1,5,1,0.0,0.2,23,0,0,0,1,5,5,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,3,class,1,5,1,0.0,0.2,23,0,0,0,1,5,5
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\JedisPoolTest.java,redis.clients.jedis.tests.JedisPoolTest.405,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,405,anonymous,1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,405,anonymous,1,0,0,-1.0,0.0,2,0,0,0,0,0,0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.451,1.0,1.0,1.0,0.0,0.0,0.0,1.0,451,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,451,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.270,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,270,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,270,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\util\Hashing.java,redis.clients.jedis.util.Hashing,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,6,interface,1,8,3,0.0,1.0,27,0,0,0,3,2,2,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,6,interface,1,8,3,0.0,1.0,27,0,0,0,3,2,2
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\ListCommandsTest.java,redis.clients.jedis.tests.commands.ListCommandsTest.770,0.0,-1.0,2.0,0.0,0.0,-1.0,1.0,770,anonymous,1,0,2,,0.0,13,0,4,0,0,1,2,0.0,-1.0,2.0,0.0,0.0,-1.0,1.0,770,anonymous,1,0,2,,0.0,13,0,4,0,0,1,2
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\Transaction.java,redis.clients.jedis.Transaction,8.0,0.4,10.0,10.0,0.5,0.5,3.0,12,class,4,8,8,0.10606061,0.7083334,72,0,13,0,2,12,18,8.0,0.4,10.0,10.0,0.5,0.5,3.0,12,class,4,8,8,0.10606061,0.7083334,72,0,13,0,2,12,18
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.1544,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1544,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1544,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\Protocol.java,redis.clients.jedis.Protocol,0.0,-1.0,6.0,21.0,0.7777778,-1.0,4.0,15,class,1,26,17,0.0,0.9784483,242,0,30,4,58,16,41,0.0,-1.0,6.0,20.0,0.7692308,-1.0,4.0,15,class,1,23,16,0.0,0.9791667,222,0,30,2,57,16,40
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\ProtocolTest.java,redis.clients.jedis.tests.ProtocolTest.51,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,51,anonymous,1,0,0,,0.0,5,0,0,0,0,1,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,51,anonymous,1,0,0,,0.0,5,0,0,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\SortedSetCommandsTest.java,redis.clients.jedis.tests.commands.SortedSetCommandsTest,3.0,0.0,58.0,526.0,0.90068495,0.0,9.0,31,class,2,1,16,0.8005319,0.72303206,1060,0,187,0,14,49,51,3.0,0.0,56.0,519.0,0.9026087,0.0,8.0,31,class,2,1,16,0.7964847,0.72321427,1050,0,183,0,14,48,50
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.499,1.0,1.0,1.0,0.0,0.0,0.0,1.0,499,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,499,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\Connection.java,redis.clients.jedis.Connection,0.0,-1.0,22.0,40.0,0.6451613,-1.0,6.0,22,class,1,28,16,0.2682927,0.8809523,268,5,46,0,9,42,68,0.0,-1.0,22.0,40.0,0.6451613,-1.0,6.0,22,class,1,28,16,0.2682927,0.8809523,268,5,46,0,9,42,68
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.481,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,481,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,481,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.1687,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1687,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1687,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.571,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,571,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,571,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.561,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,561,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,561,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\exceptions\JedisRedirectionException.java,redis.clients.jedis.exceptions.JedisRedirectionException,0.0,0.0,0.0,8.0,1.0,-1.0,0.0,5,class,6,5,2,1.0,0.4666667,26,2,0,0,3,5,5,0.0,0.0,0.0,8.0,1.0,-1.0,0.0,5,class,6,5,2,1.0,0.4666667,26,2,0,0,3,5,5
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\HostAndPortMapper.java,redis.clients.jedis.HostAndPortMapper,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,3,interface,1,7,1,,0.0,3,0,0,0,0,1,1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,3,interface,1,7,1,,0.0,3,0,0,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\util\Slowlog.java,redis.clients.jedis.util.Slowlog,0.0,-1.0,6.0,19.0,0.76,-1.0,1.0,8,class,1,4,4,0.35714287,0.7301587,52,0,11,0,7,9,12,0.0,-1.0,6.0,19.0,0.76,-1.0,1.0,8,class,1,4,4,0.35714287,0.7301587,52,0,11,0,7,9,12
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\exceptions\JedisConnectionException.java,redis.clients.jedis.exceptions.JedisConnectionException,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,3,class,5,21,1,0.0,1.0,12,1,0,0,1,3,3,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,3,class,5,21,1,0.0,1.0,12,1,0,0,1,3,3
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\ClusterValuesCommandsTest.java,redis.clients.jedis.tests.commands.ClusterValuesCommandsTest,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,8,class,2,0,3,,0.0,10,0,3,0,0,1,1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,8,class,2,0,3,,0.0,10,0,3,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\util\ShardInfo.java,redis.clients.jedis.util.ShardInfo,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,3,class,1,2,1,0.1,0.6,13,0,0,0,1,5,5,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,3,class,1,2,1,0.1,0.6,13,0,0,0,1,5,5
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\Client.java,redis.clients.jedis.Client,2.0,0.0,92.0,0.0,0.0,0.0,14.0,22,class,3,13,44,0.0,0.0,1064,0,305,0,0,320,360,2.0,0.0,83.0,0.0,0.0,0.0,11.0,18,class,3,13,39,0.0,0.0,1021,0,296,0,0,309,344
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.1020,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1020,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1020,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\commands\ProtocolCommand.java,redis.clients.jedis.commands.ProtocolCommand,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,5,interface,1,11,1,-1.0,0.0,2,0,0,0,0,0,0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,5,interface,1,11,1,-1.0,0.0,2,0,0,0,0,0,0
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.559,1.0,1.0,1.0,0.0,0.0,0.0,1.0,559,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,559,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\params\ClientKillParams.java,redis.clients.jedis.params.ClientKillParams,3.0,0.0,0.0,11.0,1.0,0.33333334,0.0,5,class,2,8,6,0.07692308,0.8589744,59,0,1,2,6,13,13,3.0,0.0,0.0,10.0,1.0,0.33333334,0.0,3,class,2,8,5,0.07575758,0.8611111,55,0,1,2,6,12,12
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.1182,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1182,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1182,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\HyperLogLogCommandsTest.java,redis.clients.jedis.tests.commands.HyperLogLogCommandsTest,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,9,class,2,0,6,0.0,0.0,88,0,9,0,0,7,7,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,9,class,2,0,6,0.0,0.0,88,0,9,0,0,7,7
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\ShardedJedisPoolTest.java,redis.clients.jedis.tests.ShardedJedisPoolTest,0.0,-1.0,58.0,13.0,0.18309858,-1.0,10.0,27,class,1,0,17,0.4945055,0.6190476,196,0,36,0,3,14,15,0.0,-1.0,52.0,12.0,0.1875,-1.0,8.0,24,class,1,0,16,0.46153846,0.61538464,177,0,34,0,3,13,14
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\PublishSubscribeCommandsTest.java,redis.clients.jedis.tests.commands.PublishSubscribeCommandsTest.233,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,233,anonymous,1,0,2,0.0,0.0,17,0,3,0,0,3,3,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,233,anonymous,1,0,2,0.0,0.0,8,0,3,0,0,2,2
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\ObjectCommandsTest.java,redis.clients.jedis.tests.commands.ObjectCommandsTest,3.0,0.2857143,6.0,16.0,0.72727275,0.0,3.0,21,class,2,0,10,0.71428573,0.5714286,59,0,29,0,4,7,10,3.0,0.2857143,6.0,16.0,0.72727275,0.0,3.0,21,class,2,0,10,0.71428573,0.5714286,59,0,29,0,4,7,10
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\benchmark\PoolBenchmark.java,redis.clients.jedis.tests.benchmark.PoolBenchmark.39,0.0,-1.0,5.0,0.0,0.0,-1.0,4.0,39,anonymous,1,0,2,,0.0,16,0,6,0,0,1,3,0.0,-1.0,5.0,0.0,0.0,-1.0,4.0,39,anonymous,1,0,2,,0.0,16,0,6,0,0,1,3
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.1175,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1175,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1175,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\JedisSentinelPoolTest.java,redis.clients.jedis.tests.JedisSentinelPoolTest.1CrashingJedis,9.0,1.0,0.0,0.0,-1.0,0.0,0.0,223,innerclass,3,0,2,0.0,0.0,8,0,0,0,0,2,2,9.0,1.0,0.0,0.0,-1.0,0.0,0.0,223,innerclass,3,0,2,0.0,0.0,8,0,0,0,0,2,2
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.378,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,378,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,378,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.1879,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1879,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1879,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.1615,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1615,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1615,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.1313,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1313,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1313,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\UdsTest.java,redis.clients.jedis.tests.UdsTest,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,18,class,1,0,5,,0.0,46,0,2,1,0,1,1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,18,class,1,0,5,,0.0,46,0,2,1,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.489,1.0,1.0,1.0,0.0,0.0,0.0,1.0,489,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,489,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.1245,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1245,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1245,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\exceptions\JedisNoScriptException.java,redis.clients.jedis.exceptions.JedisNoScriptException,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,3,class,6,3,1,0.0,1.0,12,0,0,0,1,3,3,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,3,class,6,3,1,0.0,1.0,12,0,0,0,1,3,3
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.1430,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1430,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1430,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\PublishSubscribeCommandsTest.java,redis.clients.jedis.tests.commands.PublishSubscribeCommandsTest.29,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,29,anonymous,1,0,3,,0.0,11,0,3,0,0,1,2,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,29,anonymous,1,0,3,,0.0,11,0,3,0,0,1,2
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\util\KeyMergeUtil.java,redis.clients.jedis.util.KeyMergeUtil,0.0,-1.0,4.0,0.0,0.0,-1.0,2.0,3,class,1,4,1,0.0,0.0,17,0,1,0,0,3,3,0.0,-1.0,4.0,0.0,0.0,-1.0,2.0,3,class,1,4,1,0.0,0.0,17,0,1,0,0,3,3
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.769,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,769,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,769,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.599,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,599,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,599,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.2121,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2121,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2121,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\AccessControlListCommandsTest.java,redis.clients.jedis.tests.commands.AccessControlListCommandsTest,3.0,0.0,76.0,49.0,0.392,0.0,6.0,21,class,2,0,12,0.13725491,0.8148148,329,0,72,0,3,18,39,3.0,0.0,76.0,49.0,0.392,0.0,6.0,21,class,2,0,12,0.13725491,0.8148148,329,0,72,0,3,18,39
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.811,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,811,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,811,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.1131,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1131,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1131,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.511,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,511,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,511,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryJedisCluster.java,redis.clients.jedis.BinaryJedisCluster.2077,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2077,anonymous,1,0,2,,0.0,5,0,1,0,0,1,1,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2077,anonymous,1,0,3,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisCluster.java,redis.clients.jedis.JedisCluster.549,1.0,1.0,1.0,0.0,0.0,0.0,1.0,549,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,549,anonymous,1,0,1,,0.0,5,0,1,0,0,1,1
C:\Users\syuuj\gitProject\jedis\src\test\java\redis\clients\jedis\tests\commands\PublishSubscribeCommandsTest.java,redis.clients.jedis.tests.commands.PublishSubscribeCommandsTest,3.0,0.0,22.0,0.0,0.0,0.33333334,9.0,27,class,2,15,9,0.0,0.0,397,0,20,0,0,22,24,3.0,0.0,20.0,0.0,0.0,0.33333334,8.0,27,class,2,15,9,0.0,0.0,381,0,20,0,0,21,23
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\BinaryShardedJedis.java,redis.clients.jedis.BinaryShardedJedis,0.0,0.0,224.0,1.0,0.0044444446,-1.0,5.0,31,class,2,8,38,0.0,0.9953052,869,1,216,0,2,213,220,0.0,0.0,221.0,1.0,0.0045045046,-1.0,5.0,28,class,2,8,35,0.0,0.99523807,857,1,213,0,2,210,217
C:\Users\syuuj\gitProject\jedis\src\main\java\redis\clients\jedis\JedisSlotBasedConnectionHandler.java,redis.clients.jedis.JedisSlotBasedConnectionHandler,3.0,1.0,6.0,1.0,0.14285715,0.0,2.0,14,class,2,3,12,0.0,0.0,78,0,9,0,0,12,21,3.0,1.0,6.0,1.0,0.14285715,0.0,2.0,14,class,2,3,12,0.0,0.0,78,0,9,0,0,12,21
